2014-10-1,71.17448815225687
2014-10-2,66.72391080869095
2014-10-3,68.18585463040074
2014-10-6,85.45061705030773
2014-10-7,71.3063320512501
2014-10-8,88.42144308030032
2014-10-9,68.29479328842658
2014-10-10,107.26068041320737
2014-10-14,75.0691295773494
2014-10-15,82.65254797147813
2014-10-16,68.29314672236681
2014-10-17,71.4814186472066
2014-10-20,79.75517692103675
2014-10-21,74.01110740440507
2014-10-22,83.13403287313834
2014-10-23,71.07346209776415
2014-10-24,81.55320715404716
2014-10-27,79.00747203847797
2014-10-28,75.50207745057051
2014-10-29,75.82467629334568
2014-10-30,70.03197155530722
2014-10-31,68.41167256936765
2014-11-4,74.34219079526778
2014-11-5,69.86704350795075
2014-11-6,69.92726232573577
2014-11-7,98.0632605960486
2014-11-10,82.79690465332676
2014-11-11,73.17285633117247
2014-11-12,69.43295665360161
2014-11-13,86.47025439163698
2014-11-14,70.90315023437282
2014-11-17,77.58880588130782
2014-11-18,76.24601982299001
2014-11-19,76.6078445714398
2014-11-20,70.72075238028468
2014-11-21,78.99730767797953
2014-11-25,81.63154121012451
2014-11-26,76.0661347780383
2014-11-27,73.95199251368159
2014-11-28,71.29221177362874
