2014-10-1,64.1528350519951
2014-10-2,64.78578055585213
2014-10-3,66.54674971836597
2014-10-6,70.54516913407492
2014-10-7,59.438316358147695
2014-10-8,63.10366319583939
2014-10-9,59.22058749427061
2014-10-10,88.97904752685804
2014-10-14,59.16784935164859
2014-10-15,94.69458476167543
2014-10-16,53.78454425211561
2014-10-17,76.65755522652859
2014-10-20,70.96767426044026
2014-10-21,65.98281051530859
2014-10-22,101.97464770931556
2014-10-23,87.36401139654113
2014-10-24,87.77617226487118
2014-10-27,63.027081180064854
2014-10-28,65.40064309560817
2014-10-29,62.4567885271581
2014-10-30,67.11693605069517
2014-10-31,76.03793467704087
2014-11-4,74.87380403350875
2014-11-5,96.7686974803336
2014-11-6,63.838934386717014
2014-11-7,88.67391748927346
2014-11-10,73.56887571996978
2014-11-11,103.49365557737126
2014-11-12,97.78435636539717
2014-11-13,59.92920272980359
2014-11-14,88.47832115069237
2014-11-17,106.27620255065993
2014-11-18,103.97894617322025
2014-11-19,96.68663002626388
2014-11-20,89.55358212084134
2014-11-21,104.07812699658714
2014-11-25,105.64667102855084
2014-11-26,101.66139992714537
2014-11-27,93.20624069781896
2014-11-28,90.96977451113635
